Cargo,Nome da Empresa,Local,Link para a Vaga
DESENVOLVEDOR PYTHON - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",https://br.indeed.com/rc/clk?jk=acdf082c0a5257b9&bb=eDacy8FDwT2e1Ker7xjHHodzkV0nT2Id7UxYroaUeCqycAmte-cWM1rwNGI7KEA4UMN__gRNjo8UpARXfHWdPllNBACRz7qAbIzGT65VS7ztlYg6ZrH-sg%3D%3D&xkcb=SoDu67M3CTYTxIgDp70IbzkdCdPP&fccid=919b31f0a22ef58e&vjs=3
Pessoa Desenvolvedora de Dados Python Pleno/Sênior,Datum TI,,https://br.indeed.com/rc/clk?jk=ad767991f690b8e5&bb=eDacy8FDwT2e1Ker7xjHHmzTTrC3EVH292etb8hBNbVhc5qW_R_3OA6h-f04ST5SB-wEbqE77LtSW4Z66M9ysJxbiMSOPe3_NQ6oGmIWbsTQfyF6TLc7sA%3D%3D&xkcb=SoBg67M3CTYTxIgDp70PbzkdCdPP&fccid=e267f08170cab296&vjs=3
Desenvolvedor Python Senior,TO BRASIL,"Home office in Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=d2f809c21ed78986&bb=eDacy8FDwT2e1Ker7xjHHvDFilKA4NjzrXmzMN8FZkZQjMKYUX0bV4P2HbRo-QSdRbRCAzBjuxQwb80RjggRZXjpZllrCQH1ywuUtNY9lUbVwBEVIk1nJA%3D%3D&xkcb=SoDU67M3CTYTxIgDp70ObzkdCdPP&fccid=25da27c28c9aa5c7&vjs=3
Desenvolver (a) Python - Scraper,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=159bf350bb3d7813&bb=eDacy8FDwT2e1Ker7xjHHmcID5oJzPQ0dpVx76VoNafsHxR4xSJQeIr003WGi7-RNLTz9zpVZ8SKOQ0Uay2buF1R9gAvGcjjIU6YRvA0IlciYOzQDuBudQ%3D%3D&xkcb=SoBJ67M3CTYTxIgDp70NbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Senior Python Developer,Bluelight Consulting,"Home office in Recife, PE",https://br.indeed.com/rc/clk?jk=f9333768824b9dc7&bb=eDacy8FDwT2e1Ker7xjHHrGBi-Nat1wCX9gT1NVqWHplBJC9N_YdDpVorjWcVLU4srRFX4EBEYFTD-uZi5La4vE1dQRdos7L8-2WBH9-s-vlJ6TISH3-xA%3D%3D&xkcb=SoD967M3CTYTxIgDp70MbzkdCdPP&fccid=a8bcbb5ebbd3ed25&vjs=3
Desenvolvedor backend pleno - python/django,Netvagas,,https://br.indeed.com/rc/clk?jk=3f0846cea84978b6&bb=eDacy8FDwT2e1Ker7xjHHroW2L2EbPJouwfW5C_kfR6FlrihaM7mhM8FrJiZiJYq1DrcyWaoJzwMvYrY-Ql0daOGuWfrESyL0OO7h_6QXZL729ILntWrpQ%3D%3D&xkcb=SoAU67M3CTYTxIgDp70DbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Pessoa Desenvolvedora Back-end Python - Junior [SP ou JF],Open Co,"Remoto híbrido in São Paulo, SP",https://br.indeed.com/rc/clk?jk=a179e082b3d253f3&bb=eDacy8FDwT2e1Ker7xjHHny5dHQemaF9kVuLS60fVl3NoA1eax7KP-Rb0WKq-JKIuAeeoM3r3NrSOHaXyUpvFFX0syvUbULaj7wYyQETtlKCMQ8qqCOrwA%3D%3D&xkcb=SoCg67M3CTYTxIgDp70CbzkdCdPP&fccid=98d28f69e5b7c531&vjs=3
Programa de Estágio 2024 #VemSerVetta,Programa de Estágio na Vetta,,https://br.indeed.com/rc/clk?jk=dbbfec8aa2ba6ec0&bb=eDacy8FDwT2e1Ker7xjHHhOsx056ORU68cKF9TtZlis5V0TP-vGKIj2v772acjDI_8J35RKX7ut2UQnpfTKq6cQHI5bNKefbCpOCDPQl7YP4tLq9WRM0pw%3D%3D&xkcb=SoA967M3CTYTxIgDp70BbzkdCdPP&fccid=77beb5d5ae818901&vjs=3
International Analyst,Rocket Lawyer,,https://br.indeed.com/rc/clk?jk=ec88612639f5ddf3&bb=eDacy8FDwT2e1Ker7xjHHs1HpP4Zdap1aUQVNIDkXVoe0PnTp89E5k-jVqMbjlMr_OMT6aPi1uCW4c_uOZJ-sql7Zorhsqr6hEZ6peNsgPQAsn-PB3DcMg%3D%3D&xkcb=SoCJ67M3CTYTxIgDp70AbzkdCdPP&fccid=d25e98cd4a33d7d9&vjs=3
Sr Backend Developer - Kotlin/Python - (100% Remoto),invillia,,https://br.indeed.com/rc/clk?jk=c8a8ba00c97f7b41&bb=eDacy8FDwT2e1Ker7xjHHkFcv2VKicjRsKi6cqFMfChvrnSmuUSdCVqjdNg11qe-xkJvj7tD7ZcTedkWn2hkZ9fexbz0Gc-8DO8j8NzIIMAUyU0F4f1hcw%3D%3D&xkcb=SoAH67M3CTYTxIgDp70HbzkdCdPP&fccid=f185a6210cec2dc0&vjs=3
Pessoa Desenvolvedora de Software Sênior,Grupo OLX,,https://br.indeed.com/rc/clk?jk=3814f77a7f8d181a&bb=eDacy8FDwT2e1Ker7xjHHiwjWlEbadhpXOXPwbdVg5mZs51QwaJpnVf1JVHMmXrXJMomdm4AQeqZHNNICNpMl6PnvVQpnoa6BoZdzl2kfZalGwiyJ9fMZA%3D%3D&xkcb=SoCz67M3CTYTxIgDp70GbzkdCdPP&fccid=841c2e86d4988bbd&vjs=3
Data Science,Escale,,https://br.indeed.com/rc/clk?jk=3d4ad428da116e31&bb=eDacy8FDwT2e1Ker7xjHHi0OQpo9JpzFt0k1KWm_xG68XNifjIS5QTcF7XbPY2X_esgXyc85qR1tKVxNrQuzbdrAgForxMskVvlwb_f_xd6w3yx_EvCSNA%3D%3D&xkcb=SoAu67M3CTYTxIgDp70FbzkdCdPP&fccid=ad4f07c33e8297c2&vjs=3
Work From Home Junior Python Backend Developer / Research + Development,BairesDev,"Campinas, SP",https://br.indeed.com/rc/clk?jk=24d26f088401aeb1&bb=zafFpStog1cFYMZqY6ly-olU5m2T861ZdZ0BGL4FkICFBL0KfZw0EyBmyFI0RCV_trbTLXjAMEBqHc_OhUCCd4tj9FijYOdSFZ-4TQ4c5PMtwonk9eKSvw%3D%3D&xkcb=SoDQ67M3CTYTeDADp70LbzkdCdPP&fccid=29707109e86166e5&vjs=3
Desenvolvedor Python - Santri Tecnologia,SANTRI SERVICOS LTDA,"Brasília, DF",https://br.indeed.com/rc/clk?jk=62e5d9d3117de530&bb=zafFpStog1cFYMZqY6ly-k60mg6f-xHpCeQw0GqcqOVyxcFtcY8Ap5qROeiMjlvjKBURodE3hQK0yIz-3hURFiSVCxVbomPy3QD6Uj6DUu6Ksun-SIQmiQ%3D%3D&xkcb=SoBk67M3CTYTeDADp70KbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor Python,Harpia Human Capital,"Home office in Fortaleza, CE",https://br.indeed.com/rc/clk?jk=8faaaa8090dc5b5f&bb=zafFpStog1cFYMZqY6ly-goFGzJCZ6mns4sP02Gx2Vzm0MyS1gmSnVMgo2sjGfce8OoLgqF2ILs1LUVohTyTZpOErQaYt8Tw3SIKp5O7s5cJE2qXoQkR3Q%3D%3D&xkcb=SoD567M3CTYTeDADp70JbzkdCdPP&fccid=8d17c6706e3b1973&vjs=3
Data Scientist - All Levels!,Bip Brasil,,https://br.indeed.com/rc/clk?jk=43e2f19403cb4812&bb=zafFpStog1cFYMZqY6ly-nA6NbiDiyqKE6RCt8LzcB0-5OWCBj5es0Ws7_fc2YChmX-4OF1nmbqJ1dRdd_X_tAnRCo3qybfVDeo3o6sqAYm4Pgm-AYe33Q%3D%3D&xkcb=SoBN67M3CTYTeDADp70IbzkdCdPP&fccid=c7fb5f7b576a671c&vjs=3
Analista de dados,Ikatec,"Bauru, SP",https://br.indeed.com/rc/clk?jk=c2e867ea8a79e186&bb=zafFpStog1cFYMZqY6ly-pWMWX5HLs7PdfwlFos0iimrnSVSF7nun_oblpNIhZeBrYGOYeOeo0IP2tBsHPEUpLgiOMN0ES2lM6AhprhQzje-FuycgTYBEQ%3D%3D&xkcb=SoDD67M3CTYTeDADp70PbzkdCdPP&fccid=aef95ec5b7af017a&vjs=3
Docente de Robótica,Marista Brasil,"São José, SC",https://br.indeed.com/rc/clk?jk=dc70156ee8668250&bb=zafFpStog1cFYMZqY6ly-pDzP-bDxqp6-_Wdin_zBVWpc1HK5RKOD7iHzaszvg5CFFQwry9dBYdcrpP8iuKYfaByICQvLM-m8D_EuwLzNUdC0cF-jYFKXg%3D%3D&xkcb=SoB367M3CTYTeDADp70ObzkdCdPP&fccid=43a2fb6353bbb09f&vjs=3
V360 - Sales Ops - Júnior,V360,,https://br.indeed.com/rc/clk?jk=392f2c3dcdcb2370&bb=zafFpStog1cFYMZqY6ly-nKvLQpyQo1drZL1AFdJdOaVOeRpEr0J9xYuSpUdyz-Dionnlni2vjHsa7_K4C6RDB8C3SJ8CzrO9GPVxMBKYEl9lsuuvqVP4Q%3D%3D&xkcb=SoDq67M3CTYTeDADp70NbzkdCdPP&fccid=415aeffc7267b54f&vjs=3
Desenvolvedor Python - Automação,Opah IT,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=09a8a6653ee08a14&bb=zafFpStog1cFYMZqY6ly-pyE_u9kUwYVHBYHuUoI8m83yHr2jWQOa0L1qpspqkLc-58GOYgd1mg1A7gsGhUfCP9VlVZICBpr2_g-ZGtHqGBB6y_z2DeWXg%3D%3D&xkcb=SoBe67M3CTYTeDADp70MbzkdCdPP&fccid=1c627fd8a484c96f&vjs=3
CAS | Analista de dados PL (c/ foco em comportamento do consumidor),Sicredi,,https://br.indeed.com/rc/clk?jk=f6d83195354c24f5&bb=zafFpStog1cFYMZqY6ly-popi4volnEHrX9CeejMg6y-Y7_qHQuu0zH5mIAYxx0k9olZxg-XCSvfz762zbpuKBtf24z71-bMAPLcfQzmQDpu0wIbunx7Yg%3D%3D&xkcb=SoC367M3CTYTeDADp70DbzkdCdPP&fccid=0bedb393cb03c383&vjs=3
Programador python,CAVOK AVIAÇÃO,"Pinhais, PR",https://br.indeed.com/rc/clk?jk=dbdaeeffc3fb3ca1&bb=zafFpStog1cFYMZqY6ly-g9S2Li--Ir3AJlsuGBAcIEyZywFnFycFXf8_fyWGaL3jUtZ7wQzS9L8Any6onoN8eWFmZOYp4B3v63cUtytDOh6RXvSkpHXIg%3D%3D&xkcb=SoAD67M3CTYTeDADp70CbzkdCdPP&fccid=ea666f11ce6a4f11&vjs=3
Pessoa desenvolvedora python | junior.,Netvagas,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ec4c32deb361d3a8&bb=zafFpStog1cFYMZqY6ly-thKdDgYXfG1zzIrYsOGiFHzzWOYv9z_6D2izoMeZPTKFPsU3CzQC_TKS5HeLQYZarCH6qh9zMsUKmHXHKuEVO4hjTFtyPEGEg%3D%3D&xkcb=SoCe67M3CTYTeDADp70BbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Dev. Backend Python Sênior (remoto),Plus-IT Consulting,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=514c5dda391b128f&bb=zafFpStog1cFYMZqY6ly-vuO9pWt1zUyy7fbcboGkowuNSZ4dCRKPhY-UjMfDXblBfr9MWwVv9jVY7ixRNEZU3Oj6uykv6gGr2KuJ-ILQLUwuROQwwS7bg%3D%3D&xkcb=SoAq67M3CTYTeDADp70AbzkdCdPP&fccid=18029a0d1b99cbb7&vjs=3
Pessoa Analista de Dados III,Lojas Renner,,https://br.indeed.com/rc/clk?jk=3c8062b416ebdcee&bb=zafFpStog1cFYMZqY6ly-kKKJgCWOla3nMic4-QG5nJVxYOj9e3-J4nr-_mMpcjGg6N2l3mMhvtUT5PLqOtG3Z0AIg8hRmLi7vHghWVbvzvfo6DJIe1aig%3D%3D&xkcb=SoCk67M3CTYTeDADp70HbzkdCdPP&fccid=0421650f9c724b35&vjs=3
Programador Júnior,IND SERVICOS PARA EVENTOS,"Itapema, SC",https://br.indeed.com/rc/clk?jk=4b5f26ec717bba4c&bb=zafFpStog1cFYMZqY6ly-vs0B4WIJly59iCL6Hlt8Gm8FoyoylDz1BV-ClMz3FpiFv8jLVh4pQs9tEkK5Iiip6dYerdNBeRWf3RH0fVE3dyMInxoI-SKqA%3D%3D&xkcb=SoAQ67M3CTYTeDADp70GbzkdCdPP&fccid=be96db644f03ff04&vjs=3
Product Analyst,Rocket Lawyer,,https://br.indeed.com/rc/clk?jk=99d150d8b77f6745&bb=zafFpStog1cFYMZqY6ly-g9S2Li--Ir3ec01xZsEjaqN4pchTLPvdbj2Qf1wz2pNGBXHqwjtEPEgcWrJj1eD9nmGSwxzEgCjM5ShFBS4h4uZBXSG6Tz8kw%3D%3D&xkcb=SoCN67M3CTYTeDADp70FbzkdCdPP&fccid=d25e98cd4a33d7d9&vjs=3
Desenvolvedor Full Stack Python,Bravi,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=efda8a3e12e66dbe&bb=SBBMwzmMeq8SWNn9Esm9s1RwZSjshaoWc0VG44i_eWdVq9DXDNswZ_qcL0u6mKcB_BFNTkjW_eEeFhNcc-PjLtJP2k-YRjt6bg1SJbBaIrfqoJO7T80cBg%3D%3D&xkcb=SoCD67M3CTYS1WQlT50KbzkdCdPP&fccid=cd7e66bacfe8b75f&vjs=3
Pessoa Estagiária de FP&A e Estratégia,Zoop,,https://br.indeed.com/rc/clk?jk=5c7766de7418eeca&bb=SBBMwzmMeq8SWNn9Esm9s-bUwngexXjQDqA4EfEcBJAnTVd56ziW8OvN7xE8YvxLLlFss6_Iz9KgtDhb8JtXdPGyuAPjlzJhJSgpFFCAEqiV92Cw1aE70g%3D%3D&xkcb=SoAe67M3CTYS1WQlT50JbzkdCdPP&fccid=17db650bc29ccff0&vjs=3
PESSOA DESENVOLVEDORA PLENO (BACK-END),Quality Digital,,https://br.indeed.com/rc/clk?jk=9e2e2f960cd78ead&bb=SBBMwzmMeq8SWNn9Esm9s7gvG1KKKXek0pSJkJPKb9WQmoFjj0-AcYmWTE4_3P8GYlaX_URetLP1Ug_g5NsQG_PjSskMLQZdRcm5nmZmNxW0OVrxGguLRA%3D%3D&xkcb=SoCq67M3CTYS1WQlT50IbzkdCdPP&fccid=48c1a2fcc0b3c7f4&vjs=3
[Remoto] Estagiário de Desenvolvimento em Arquitetura (GPTW/Glassdoor 4.7),GAUDIUM DESENVOLVIMENTO DE SOFTWARE LTDA,"Home office in Rio de Janeiro, RJ",https://br.indeed.com/rc/clk?jk=5d91ae2307169805&bb=SBBMwzmMeq8SWNn9Esm9s00Uom0iglAw3KA6p_S0r242l7mypHHfWAIersXebbU-KmmL0rr2RdH5wJBXQ7r-2kNkELdRPDxRxixSu4zmZKH4QFWSkXzHqg%3D%3D&xkcb=SoAk67M3CTYS1WQlT50PbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Estágio Suporte (Nível 1),Oto,,https://br.indeed.com/rc/clk?jk=acbf92fbf4e0f444&bb=SBBMwzmMeq8SWNn9Esm9sxOiiCCUoLRla0rMntkYJ3Z95JsueBDBk-Iaob8eHYhRkqyZVsF2phGiwS3eDR4LBxyFwcixZzgpOa1etUNcTbKJ3ZF_N8JFvw%3D%3D&xkcb=SoCQ67M3CTYS1WQlT50ObzkdCdPP&fccid=d5d176aad6a537a0&vjs=3
Analista de Sistemas PL/SQL,Recrutamento para área de tecnologia com Fit...,,https://br.indeed.com/rc/clk?jk=d4ed4a69831c1f65&bb=SBBMwzmMeq8SWNn9Esm9sxMh2Tan2UwZq2qg0woygIqV2RmYFeYM1kfzgU3aF1YYfkQdxnu8D1V0UtpBaEYAK0R_qsSMWzJZa1YtOSsabGcdvF8-6jUHgg%3D%3D&xkcb=SoAN67M3CTYS1WQlT50NbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3
Estagiário de Desenvolvimento Back-End,Penseapp,"Campinas, SP",https://br.indeed.com/rc/clk?jk=ecf0054f25833c88&bb=SBBMwzmMeq8SWNn9Esm9s8rBIDjj9Hq3RDYkazxor4QCGzA_cFSgch4IkMmX5yxZs5LAsxjCOQAIGozXv2yxL3tqJHTnr__G_F90Jsz0hJU2B7zIJgLh1w%3D%3D&xkcb=SoC567M3CTYS1WQlT50MbzkdCdPP&fccid=04b03b80b6ccec79&vjs=3
Assistente Desenvolvimento,SANCHEZ & SANCHEZ SOCIEDADE DE ADVOGADOS,"Ribeirão Preto, SP",https://br.indeed.com/rc/clk?jk=1ca18fe92eca9156&bb=SBBMwzmMeq8SWNn9Esm9s2PIvqhnyuwEJMkPzssq15LP6RJ3wNoLau9-Ejsbfl5t6vJ7A0lMYrNXOyIVDcAwSZq9qD6jRG8q2mTA2uHZgEOrLH-ldqL_vA%3D%3D&xkcb=SoBQ67M3CTYS1WQlT50DbzkdCdPP&fccid=6c6ee863b8fac421&vjs=3
Desenvolvedor Python,LLIÈGE,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=beaa5ab05b337bac&bb=SBBMwzmMeq8SWNn9Esm9s2vzNvemi4lXrR5XJBJuJI9zmBd9viro5JzD6UToxWU2j_gPcsvWcRun2SnahGcpjMyHj8sSwPZBtU2vSK2PySU--4ECBwvYIA%3D%3D&xkcb=SoDk67M3CTYS1WQlT50CbzkdCdPP&fccid=a6f0938b0c4f96c6&vjs=3
Especialista de Planejamento,Neon Pagamentos,,https://br.indeed.com/rc/clk?jk=639e76232c76aced&bb=SBBMwzmMeq8SWNn9Esm9s3R6VK7k4zJh50b1uIl7EdOEBaMYr35EoSY12SlZ5Sa14DhqBbY0NBmjBdxBp8x4htEgr1Gc2-r-A8-HOU29FKVgrTFq6eBHQg%3D%3D&xkcb=SoB567M3CTYS1WQlT50BbzkdCdPP&fccid=f362771e1d0a24ae&vjs=3
EDITAL 05 - UNIPÊ 2024.1,Unipê - Centro Universitário de João Pessoa,"Home office in João Pessoa, PB",https://br.indeed.com/rc/clk?jk=51eb5adce17ad20c&bb=SBBMwzmMeq8SWNn9Esm9sxc0UKC4_un_Zj9DsX46jGmtISTKGjapCsbTBQ9W_OYXQKZEL3UoyUmnUOLW5KEJju2n00L9p1OeNn1_OucSVpQjRxS8vdDJ0g%3D%3D&xkcb=SoDN67M3CTYS1WQlT50AbzkdCdPP&fccid=edd5b401dca98b7e&vjs=3
ANALISTA DE P&D (DESENVOLVEDOR),GRUPO TOTAL,"Ribeirão Preto, SP",https://br.indeed.com/rc/clk?jk=9bbba41a6b2a5dec&bb=SBBMwzmMeq8SWNn9Esm9s6a--axFsMi47_nuplJ_39Ipu1wyNt06zL72FnNoPsf-fwRNLWbABqPKV_892P09Ec9WX56IK49lgC-0oFs-LTUT5lDkB7j12A%3D%3D&xkcb=SoBD67M3CTYS1WQlT50HbzkdCdPP&fccid=66075961a9b766e6&vjs=3
Desenvolvedor (a) Back end PYTHON,Bravi,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6f8ff8d74a141ae1&bb=SBBMwzmMeq8SWNn9Esm9s8ie8ccS_IqDAEGezjeC3cElwpP5--l8cdV5nHpxqIGdrGPaN0esBiagORYhV6SW_GbB-PzUea4vMHH1hD9KNMGMZ21e2AapOg%3D%3D&xkcb=SoD367M3CTYS1WQlT50GbzkdCdPP&fccid=cd7e66bacfe8b75f&vjs=3
Assistente de TI,Unimed Costa Verde,"Itaguaí, RJ",https://br.indeed.com/rc/clk?jk=92caf8f44aca8ee4&bb=SBBMwzmMeq8SWNn9Esm9s8ie8ccS_IqD2X-FBOVtpSoDA41UsblyOJ2Xj9rkSsgHZ6tBJL_EApGufpAuogwj2Qjn5gKi7FE5qJmKV9RtJ3NrV_Fn-FMlyg%3D%3D&xkcb=SoBq67M3CTYS1WQlT50FbzkdCdPP&fccid=6ff093f828ef5b0e&vjs=3
Trainee Digital Bemol,Lojas Bemol,"Manaus, AM",https://br.indeed.com/rc/clk?jk=3bb8366f9298ff8d&bb=SBBMwzmMeq8SWNn9Esm9sy_PXY1QIGXtzC-EIRzYKrrqW22kQQHvMpyqZFzEbnP4zqz1kD3PmEZSfhZO5a_TdODrR__B0LmNrgi0lhER-gp1HLLr_xNRnw%3D%3D&xkcb=SoDe67M3CTYS1WQlT50EbzkdCdPP&fccid=38c77f6e1bc710bb&vjs=3
Desenvolvedor RPA Python,Mobiis,"Campinas, SP",https://br.indeed.com/rc/clk?jk=39edfbf8f56c9ea4&bb=CT6-NL1B28gjVdbNHoLeDVASviJckiA6f8BP_meHVJGyyno-O-oy7extSGcciLaxdZ7JGr7RptKqabsTIIDwxhkvP8rUapnE5V9FOmDZbRQp-U6cWXBY1A%3D%3D&xkcb=SoAL67M3CTYSBAx1Ah0LbzkdCdPP&fccid=96a8e9c969888b1e&vjs=3
Docente de Robótica,Marista Brasil,"São José, SC",https://br.indeed.com/rc/clk?jk=dc70156ee8668250&bb=CT6-NL1B28gjVdbNHoLeDV4ptqx7-2pVR2Q-WfKhCyoDAxpWDwzSyKfXfi7yxc7i91dJ3mG3limtHDrMBKmB4xnRxgcdCK6o7Pd1M5da_3DZkRnH7voSWQ%3D%3D&xkcb=SoC_67M3CTYSBAx1Ah0KbzkdCdPP&fccid=43a2fb6353bbb09f&vjs=3
Pessoa Desenvolvedora Back-end Java (Remoto),GeekHunter,,https://br.indeed.com/rc/clk?jk=f61ce5e01b175223&bb=CT6-NL1B28gjVdbNHoLeDSw4qPbQ7ECPXX1d_SdMNeSqWMzgcnfthUbpZJK6ddUcc4OyCKFw7id-kQIabAtsaOIjTs4MpJmHfhCNcxfEQ1Bs6w15myYSYg%3D%3D&xkcb=SoAi67M3CTYSBAx1Ah0JbzkdCdPP&fccid=9ba8dec3013c0c90&vjs=3
Analista de Dados Operacionais Logísticos,INTERLOG LOGÍSTICA E DISTRIBUIÇÃO,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=55867ed99f165cd0&bb=CT6-NL1B28gjVdbNHoLeDdwiZ6Q_OjOjwXTupX_vK7TkE18B-rKOzr3Y9qBRrXBxwX1U0Wu7y6EbFepUA9ZsXnmX-1uhg3ET1QuqRqAEEkFEJUgHXHWzSg%3D%3D&xkcb=SoCW67M3CTYSBAx1Ah0IbzkdCdPP&fccid=92c99034a83d96a8&vjs=3
Desenvolvedor Full Stack Python,Bravi,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=efda8a3e12e66dbe&bb=CT6-NL1B28gjVdbNHoLeDWs_7UEWIK2FSYpC7VxV8abnHIQf4b3Bq0jsCGpJMHv9F-WuhdlwbzFJAu_6rarQDJLfLsybjfMFgPDBr4QeoYAXibQGYJ0JIA%3D%3D&xkcb=SoAY67M3CTYSBAx1Ah0PbzkdCdPP&fccid=cd7e66bacfe8b75f&vjs=3
Banco - Desenvolvedor (a) - JAVA / Node Js / Python/ Spring / SpringBoot,Vem Pra Vivo,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=ce6dcaf914a6e98f&bb=CT6-NL1B28gjVdbNHoLeDWU7Ft-u6pp9czdUsRif_UW6sEtSROpXQSAqOpReAymDoBN3gnrkCpEd8f-n0ykKsywTw1XFqoDs2tpN8r3K83pNsewhE_DWmYJYzP_of3Lv&xkcb=SoCs67M3CTYSBAx1Ah0ObzkdCdPP&fccid=af82f506ed7ea7e1&vjs=3
Desenvolvedor Python,Harpia Human Capital,"Home office in Fortaleza, CE",https://br.indeed.com/rc/clk?jk=8faaaa8090dc5b5f&bb=CT6-NL1B28gjVdbNHoLeDdvsfXEU4mDyn5nViL46UCCvzWcyXxoXzDmxAi7RxLEs_MwsbwLiA7DyqyOsEsFLZxvU6pRfwO9e1cFuukudhZ92A7SaFlataQ%3D%3D&xkcb=SoAx67M3CTYSBAx1Ah0NbzkdCdPP&fccid=8d17c6706e3b1973&vjs=3
Data Analyst Cross Border Latam,Shopee,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=1dd887abc2230723&bb=CT6-NL1B28gjVdbNHoLeDfIHOdWeu3pF1ZL5HQLfGpS1F1K1Ywwti3GPPWQZNk7U4tbnYfpI7I-tmOh9jIGOmgyPo6EDB7AegxBVh5PEUrZf0kD-RSxYVw%3D%3D&xkcb=SoCF67M3CTYSBAx1Ah0MbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3
Estagiário de Análise de Performance,Cinemark,"Home office in São Paulo, SP",https://br.indeed.com/rc/clk?jk=26203f427d2e5ada&bb=CT6-NL1B28gjVdbNHoLeDfeFd_Wu7hVnefjQcrtI_6-5OCCaYmvVNzGUQeKIs9RpvqcHYHLhWriISUq-_9vDevdNWHX5Y2IwBBi7PFlURKZ9cY6C9HE3bQ%3D%3D&xkcb=SoBs67M3CTYSBAx1Ah0DbzkdCdPP&fccid=d96c6845d1817ce8&vjs=3
Desenvolvedor Python,LLIÈGE,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=beaa5ab05b337bac&bb=CT6-NL1B28gjVdbNHoLeDdFuPLyTmrqpO2jD75-d0r5PshZJPIzGqdYdY31iIg0ZTv9dovjxDGFhtkwWZIT2zBEATcFZqA4R5XFHkQ1UDS4u4bmWFXrAIw%3D%3D&xkcb=SoDY67M3CTYSBAx1Ah0CbzkdCdPP&fccid=a6f0938b0c4f96c6&vjs=3
Desenvolvedor (a) Back end PYTHON,Bravi,"São Paulo, SP",https://br.indeed.com/rc/clk?jk=6f8ff8d74a141ae1&bb=CT6-NL1B28gjVdbNHoLeDX8PmIGtTkgWssxpw1MniorLBXJ4cqr3UZj1e0x9LXtbKktTkUFIh-i-Ore_GEeXwlq2Uod6lZTeKBmadLZ5gsQGyhtAX_nfhw%3D%3D&xkcb=SoBF67M3CTYSBAx1Ah0BbzkdCdPP&fccid=cd7e66bacfe8b75f&vjs=3
Engenheiro de Software,Netvagas,,https://br.indeed.com/rc/clk?jk=7394650187afc5dd&bb=CT6-NL1B28gjVdbNHoLeDfIHOdWeu3pFg-qaLFHS35fQzpchH1BOvod1mMp4UM_CAh2aRRnoBUM778fbcaeMiodXHdiGkWUsyoo3vpJo5vcfk7JSgohROQ%3D%3D&xkcb=SoDx67M3CTYSBAx1Ah0AbzkdCdPP&fccid=248e71f02a698bfc&vjs=3
Pessoa Desenvolvedora Backend,Bild Desenvolvimento Imobiliário,,https://br.indeed.com/rc/clk?jk=ed4fc3e6a38563bb&bb=CT6-NL1B28gjVdbNHoLeDeABOxwtFpirVGRqgPKdra_DqqGnwNHcZVGAbFbJCOY1d6dur8nl9DSLXa228RJFoD0cSTIDkG7JVj1F8aDowGRU6PRxdjO7qw%3D%3D&xkcb=SoB_67M3CTYSBAx1Ah0HbzkdCdPP&fccid=031362d948698b1a&vjs=3
Trainee Digital Bemol,Lojas Bemol,"Manaus, AM",https://br.indeed.com/rc/clk?jk=3bb8366f9298ff8d&bb=CT6-NL1B28gjVdbNHoLeDR0s6_64ppQbu5U32GLhlcZ1RWg14otfEDwBhpLpxjfVptgstmCAqTjqT3UIZb8KG9ZQuLtmC1GrePTgxEbHXTC9vBYzDFhtqA%3D%3D&xkcb=SoDL67M3CTYSBAx1Ah0GbzkdCdPP&fccid=38c77f6e1bc710bb&vjs=3
ANALISTA DE P&D (DESENVOLVEDOR),GRUPO TOTAL,"Ribeirão Preto, SP",https://br.indeed.com/rc/clk?jk=9bbba41a6b2a5dec&bb=CT6-NL1B28gjVdbNHoLeDWAS2e9YVdBFr9HyzrdGElHbCPm0q0c3NKsDBmqo0aPMc2UUSK3lffPeFcq9lOt0oNmfFvny8kXBZVeEtzWKBAq2HKDlDAQkTg%3D%3D&xkcb=SoBW67M3CTYSBAx1Ah0FbzkdCdPP&fccid=66075961a9b766e6&vjs=3
